#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2020-12-27 22:58:24 EST     (caww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 01593500 LITTLE PATUXENT RIVER AT GUILFORD, MD
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
5s	15s	6s	19d	12s	1s	12s	5s	12s	12s	12s	7s	6s	21s	15s	11n	64s	4s	5s	5s	14s	14s	14s	14s	4s	4s	4s	12s	9s	12s	7s	14s
USGS	01593500	74	1939-01-26 15:10:00	EST	Yes	EJK	USGS	2.03	26.8	Good	0.02	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	26.8	21.0	23.0	1.16	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	75	1939-02-28 12:20:00	EST	Yes	EJK	USGS	4.38	307	Fair	1.22	1.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	307	37.0	119	2.57	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	76	1939-02-28 14:50:00	EST	Yes	EJK	USGS	5.60	492	Good	0.30	1.30	Clear	NONE	1	Imported Channel 1	CRAN	unspe	unkno	492	33.5	164	3.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	77	1939-04-04 09:45:00	EST	Yes	EJK	USGS	2.25	40.4	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	40.4	21.0	25.8	1.56	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	78	1939-05-08 10:50:00	EDT	Yes	EJK	USGS	2.18	36.1	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	36.1	20.0	23.3	1.55	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	79	1939-06-14 10:25:00	EDT	Yes	EJK	USGS	2.45	60.9	Good	0.08	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	60.9	25.0	29.8	2.04	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	80	1939-07-12 16:30:00	EDT	Yes	EJK	USGS	1.72	11.7	Good	0.00	0.20	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.7	15.0	12.3	0.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	81	1939-09-21 17:30:00	EDT	Yes	EJK	USGS	1.62	9.38	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	9.38	21.5	11.5	0.83	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	82	1939-12-19 10:30:00	EST	Yes	DBB	USGS	1.84	13.0	Fair	0.00	1.10	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	13.0	14.8	18.0	0.72	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	83	1940-02-22 16:05:00	EST	Yes	DBB	USGS	2.25	41.3	Fair	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	41.3	33.3	44.0	0.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	84	1940-03-22 13:25:00	EST	Yes	ADA	USGS	2.19	34.9	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	34.9	24.0	26.0	1.31	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	85	1940-04-28 16:00:00	EDT	Yes	FHA	USGS	2.34	46.1	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	46.1	24.5	31.9	1.51	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	86	1940-05-25 12:35:00	EDT	Yes	DBB	USGS	2.37	48.4	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	48.4	25.7	44.4	1.09	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	87	1940-06-29 11:50:00	EDT	Yes	DBB	USGS	2.27	45.2	Fair	-0.02	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	45.2	32.2	37.9	1.17	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	88	1940-07-02 11:00:00	EDT	Yes	DBB	USGS	1.89	20.3	Fair	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	20.3	31.7	24.4	0.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	89	1940-07-27 08:30:00	EDT	Yes	DBB	USGS	1.71	11.8	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.8	30.4	19.7	0.60	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	90	1940-08-30 10:15:00	EDT	Yes	FHA	USGS	1.83	16.7	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	16.7	19.5	16.6	1.01	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	91	1940-09-27 13:40:00	EDT	Yes	AME	USGS	1.79	14.3	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.3	15.3	17.4	0.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	92	1940-11-04 16:20:00	EST	Yes	FHA/EJK	USGS	1.96	20.3	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	20.3	15.4	22.5	0.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	93	1941-01-25 14:15:00	EST	Yes	EJK	USGS	2.26	42.3	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	42.3	28.0	42.8	0.99	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	94	1941-03-21 15:10:00	EST	Yes	EJK	USGS	2.24	40.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	40.9	26.5	27.3	1.50	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	95	1941-05-24 12:50:00	EDT	Yes	EJK	USGS	2.02	28.6	Good	-0.01	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	28.6	32.5	29.0	0.99	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	96	1941-05-24 14:15:00	EDT	Yes	EJK	USGS	1.98	25.5	Good	-0.01	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	25.5	26.5	24.8	1.03	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	97	1941-07-25 09:05:00	EDT	Yes	DBB	USGS	1.74	13.0	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	13.0	15.4	12.9	1.01	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	98	1941-09-09 16:50:00	EDT	Yes	EJK	USGS	1.51	6.39	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	6.39	24.5	13.5	0.47	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	99	1941-10-13 15:40:00	EST	Yes	EJK	USGS	1.49	5.48	Fair	-0.01	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	5.48	16.0	9.37	0.59	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	100	1941-10-27 08:30:00	EST	Yes	EJK	USGS	1.50	5.79	Good	0.01	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	5.79	14.5	8.15	0.71	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	101	1941-12-02 14:45:00	EST	Yes	EJK	USGS	1.61	8.58	Fair	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	8.58	21.0	16.0	0.54	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	102	1942-01-20 09:45:00	EST	Yes	EJK	USGS	2.13	32.8	Good	-0.01	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	32.8	31.0	34.2	0.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	103	1942-02-02 16:30:00	EST	Yes	WRW	USGS	1.91	21.7	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	21.7	30.0	23.1	0.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	104	1942-02-16 10:15:00	EDT	Yes	WRW	USGS	1.78	14.0	Good	0.00	1.20	DebrisHeavy	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.0	31.0	17.1	0.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	105	1942-03-18 13:00:00	EDT	Yes	EJK	USGS	2.04	27.7	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	27.7	31.0	23.8	1.16	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	106	1942-03-18 14:10:00	EDT	Yes	EJK	USGS	2.04	28.3	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	28.3	33.0	24.2	1.17	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	107	1942-04-17 09:50:00	EDT	Yes	WRW	USGS	2.00	26.0	Good	0.00	1.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	26.0	32.0	23.1	1.13	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	108	1942-05-11 14:15:00	EDT	Yes	WRW	USGS	1.82	16.6	Good	0.00	1.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	16.6	31.0	17.0	0.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	109	1942-06-08 17:30:00	EDT	Yes	WRW	USGS	1.81	15.7	Good	0.01	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.7	29.0	14.7	1.07	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	110	1942-07-20 14:40:00	EDT	Yes	WRW	USGS	1.68	11.6	Fair	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.6	21.0	11.6	1.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	111	1942-08-15 16:40:00	EDT	Yes	EJK	USGS	2.15	35.8	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	35.8	30.0	34.5	1.04	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	112	1942-09-15 10:15:00	EDT	Yes	EJK	USGS	1.66	10.2	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	10.2	24.5	16.8	0.61	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	113	1942-10-16 07:05:00	EDT	Yes	WRW	USGS	3.12	145	Fair	0.05	1.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	145	34.0	81.5	1.78	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	114	1942-11-16 10:25:00	EDT	Yes	EMW	USGS	1.98	25.2	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	25.2	29.0	25.0	1.01	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	115	1942-12-19 13:55:00	EDT	Yes	EJK	USGS	1.96	24.1	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.1	28.5	25.4	0.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	116	1943-01-15 12:35:00	EDT	Yes	EMW	USGS	2.06	28.5	Good	-0.01	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	28.5	30.0	31.0	0.92	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	117	1943-02-16 10:40:00	EDT	Yes	EMW	USGS	2.32	31.3	Fair	0.00	0.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.3	32.0	48.3	0.65	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	118	1943-03-19 10:00:00	EDT	Yes	EMW	USGS	3.61	186	Fair	0.21	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	186	34.0	94.7	1.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	119	1943-04-19 10:10:00	EDT	Yes	EMW	USGS	2.40	56.2	Good	0.09	1.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	56.2	32.0	43.7	1.29	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	120	1943-05-21 13:00:00	EDT	Yes	EMW	USGS	2.34	54.4	Good	-0.01	0.20	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	54.4	31.0	40.0	1.36	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	121	1943-06-19 05:20:00	EDT	Yes	EMW	USGS	1.96	23.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	23.9	30.0	20.0	1.20	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	122	1943-07-29 06:15:00	EDT	Yes	EMW	USGS	1.69	11.9	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.9	25.0	13.0	0.92	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	123	1943-08-21 03:00:00	EDT	Yes	EMW	USGS	1.56	7.61	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	7.61	15.5	7.84	0.97	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	124	1943-09-21 12:00:00	EDT	Yes	EMW	USGS	1.53	6.87	Good	0.00	0.50	DebrisLight	NONE	1	Imported Channel 1	WADE	unspe	unkno	6.87	16.2	8.29	0.83	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	125	1943-10-27 05:00:00	EDT	Yes	EMW	USGS	2.34	49.1	Good	-0.03	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	49.1	25.0	31.4	1.56	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	126	1943-11-21 05:30:00	EDT	Yes	EMW	USGS	1.87	18.8	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	18.8	29.0	20.4	0.92	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	127	1943-12-19 09:40:00	EDT	Yes	EMW	USGS	1.74	13.6	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	13.6	24.0	16.0	0.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	128	1944-01-24 09:45:00	EDT	Yes	LAG	USGS	2.07	31.8	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.8	27.0	27.1	1.17	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	129	1944-02-19 05:15:00	EDT	Yes	EMW	USGS	2.08	31.6	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.6	31.0	27.2	1.16	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	130	1944-03-21 02:35:00	EDT	Yes	EMH	USGS	2.23	40.7	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	40.7	33.0	37.0	1.10	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	131	1944-04-22 04:15:00	EDT	Yes	EMW	USGS	2.14	5.80	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	5.80	31.0	29.0	1.23	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	132	1944-05-26 12:20:00	EDT	Yes	EMW	USGS	1.99	26.0	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	26.0	30.0	24.6	1.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	133	1944-06-24 08:05:00	EDT	Yes	EMW	USGS	4.23	265	Good	-0.16	1.20	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	265	38.0	126	2.10	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	134	1944-07-20 03:45:00	EDT	Yes	EMW	USGS	1.67	11.1	Good	-0.01	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.1	26.0	18.3	0.61	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	135	1944-08-26 05:35:00	EDT	Yes	EMW	USGS	1.42	4.70	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	4.70	21.0	12.8	0.37	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	136	1944-09-27 12:40:00	EDT	Yes	EMW	USGS	1.59	8.79	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	8.79	28.0	20.5	0.43	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	137	1944-10-23 05:10:00	EDT	Yes	EMW	USGS	1.85	17.4	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.4	29.0	21.8	0.80	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	138	1944-11-21 13:00:00	EDT	Yes	EMW	USGS	1.77	13.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	13.9	30.0	20.6	0.67	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	139	1944-12-22 12:15:00	EDT	Yes	EMW	USGS	1.92	15.8	Good	0.11	0.60	IceCover	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.8	28.0	19.9	0.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	140	1945-01-19 03:05:00	EDT	Yes	EMW	USGS	2.20	38.0	Excellent	-0.01	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	38.0	29.0	29.1	1.31	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	141	1945-02-16 04:05:00	EDT	Yes	EMW	USGS	2.25	48.6	Unspecified	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	48.6	32.0	37.7	1.29	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	142	1945-02-16 05:10:00	EDT	Yes	EMW/KLK	USGS	2.26	46.7	Unspecified	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	46.7	32.0	37.2	1.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	143	1945-03-17 06:30:00	EDT	Yes	EMW	USGS	2.08	33.1	Good	0.00	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	33.1	31.0	27.5	1.20	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	144	1945-04-20 02:40:00	EDT	Yes	EMW	USGS	1.96	24.8	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.8	28.0	25.8	0.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	145	1945-05-21 05:40:00	EDT	Yes	EMW	USGS	1.81	15.4	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.4	30.0	18.0	0.86	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	146	1945-06-04 03:10:00	EDT	Yes	EMW	USGS	1.78	15.4	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.4	27.0	19.6	0.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	147	1945-07-09 03:30:00	EDT	Yes	KEB	USGS	1.72	14.6	Unspecified	0.00	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.6	29.5	21.8	0.67	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	148	1945-07-12 10:20:00	EDT	Yes	KEB	USGS	1.64	11.8	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.8	27.0	20.8	0.57	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	149	1945-08-03 02:45:00	EDT	Yes	KEB	USGS	2.34	51.8	Unspecified	-0.01	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	51.8	32.5	41.7	1.24	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	150	1945-09-06 02:10:00	EDT	Yes	OMD	USGS	1.88	20.5	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	20.5	30.0	22.0	0.92	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	151	1945-10-15 01:55:00	EST	Yes	EJZ	USGS	1.90	20.9	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	20.9	29.5	23.4	0.89	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	152	1945-10-31 01:50:00	EST	Yes	MDS	USGS	1.89	19.8	Good	0.00	0.70	DebrisLight	NONE	1	Imported Channel 1	WADE	unspe	unkno	19.8	30.0	24.7	0.80	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	153	1945-12-07 11:40:00	EST	Yes	EJK	USGS	2.62	85.9	Good	-0.01	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	85.9	33.0	48.3	1.78	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	154	1946-01-09 11:30:00	EST	Yes	OMD	USGS	2.30	54.2	Unspecified	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	54.2	30.0	39.3	1.39	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	155	1946-01-28 03:40:00	EST	Yes	EJK	USGS	2.44	55.2	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	55.2	32.0	42.2	1.31	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	156	1946-02-26 03:30:00	EST	Yes	JES	USGS	2.30	52.6	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	52.6	32.0	39.9	1.32	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	157	1946-04-04 04:30:00	EST	Yes	JTJ	USGS	2.10	33.7	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	33.7	26.5	33.0	1.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	158	1946-04-30 04:00:00	EDT	Yes	PWB	USGS	2.00	27.1	Excellent	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	27.1	29.0	29.0	0.93	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	159	1946-05-29 03:15:00	EDT	Yes	KEB	USGS	2.19	43.2	Good	-0.02	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	43.2	28.0	39.7	1.09	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	160	1946-07-09 02:30:00	EDT	Yes	OMD	USGS	2.72	19.0	Unspecified	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	19.0	27.0	19.0	1.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	161	1946-08-20 12:23:00	EDT	Yes	ROR	USGS	2.67	14.6	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.6	27.3	22.2	0.66	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	162	1946-09-10 12:29:00	EDT	Yes	ROR	USGS	2.59	10.5	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	10.5	23.8	18.8	0.56	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	163	1946-10-14 11:55:00	EST	Yes	PWB	USGS	2.71	16.5	Excellent	0.00	0.50	DebrisModerate	NONE	1	Imported Channel 1	WADE	unspe	unkno	16.5	27.0	23.4	0.71	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	164	1946-10-28 10:40:00	EST	Yes	OMD	USGS	2.71	17.6	Excellent	0.00	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.6	27.5	23.7	0.74	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	165	1946-12-11 11:05:00	EST	Yes	DFD	USGS	2.66	13.1	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	13.1	21.8	20.3	0.64	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	166	1947-01-06 08:55:00	EST	Yes	PWB	USGS	2.94	34.8	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	34.8	27.0	37.4	0.93	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	167	1947-02-10 11:30:00	EST	Yes	OMD	USGS	2.73	21.8	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	21.8	27.0	29.4	0.74	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	168	1947-03-11 01:20:00	EST	Yes	LTL	USGS	2.91	31.1	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.1	28.5	39.2	0.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	169	1947-04-08 12:10:00	EST	Yes	PWB	USGS	2.73	18.6	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	18.6	27.0	29.8	0.62	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
