#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2020-12-27 22:58:24 EST     (caww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 01593500 LITTLE PATUXENT RIVER AT GUILFORD, MD
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
5s	15s	6s	19d	12s	1s	12s	5s	12s	12s	12s	7s	6s	21s	15s	11n	64s	4s	5s	5s	14s	14s	14s	14s	4s	4s	4s	12s	9s	12s	7s	14s
USGS	01593500	170C	1947-05-01		Yes	ROM	USGS	8.02	810	Fair	0.00		Clear	NONE	1	Imported Channel 1	UNSP	other		810				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	173	1947-05-01 02:46:00	EDT	Yes	ROR	USGS	5.77	467	Good	-0.56	0.80	Clear	NONE	1	Imported Channel 1	CRAN	unspe	unkno	467	39.0	173	2.70	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	174	1947-05-01 04:38:00	EDT	Yes	ROR	USGS	4.17	230	Good	-0.30	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	230	34.0	113	2.04	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	170	1947-05-01 06:48:00	EDT	Yes	ROR	USGS	7.86	817	Good	0.36	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	817	43.0	261	3.13	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	171	1947-05-01 08:23:00	EDT	Yes	ROR	USGS	7.98	789	Good	-0.09	0.60	Clear	NONE	1	Imported Channel 1	CRAN	unspe	unkno	789	43.0	261	3.04	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	172	1947-05-01 11:47:00	EDT	Yes	ROR/JTR	USGS	6.92	638	Good	-0.28	0.80	Clear	NONE	1	Imported Channel 1	CRAN	unspe	unkno	638	42.0	224	2.88	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	175	1947-05-02 09:22:00	EDT	Yes	JTR	USGS	3.13	58.2	Good	-0.01	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	58.2	30.0	43.3	1.34	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	176	1947-06-09 13:15:00	EDT	Yes	LTL	USGS	2.96	36.9	Good	-0.02	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	36.9	29.0	39.1	0.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	177	1947-07-10 03:50:00	EDT	Yes	PWB	USGS	2.68	15.1	Excellent	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.1	25.0	19.6	0.77	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	178	1947-08-08 10:58:00	EDT	Yes	KEB	USGS	2.57	9.89	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	9.89	24.0	15.6	0.63	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	179	1947-08-26 02:35:00	EDT	Yes	LTL	USGS	2.59	10.3	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	10.3	25.0	18.5	0.56	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	180	1947-10-08 04:30:00	EST	Yes	DFD	USGS	2.55	8.45	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	8.45	14.0	18.3	0.46	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	181	1947-11-05 10:50:00	EST	Yes	JFK/LTL	USGS	2.78	23.1	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	23.1	27.0	29.4	0.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	182	1947-11-25 11:30:00	EST	Yes	DWL/WKD	USGS	2.88	30.4	Good	0.00	1.00	Clear	NONE	1	Imported Channel 1	CRAN	unspe	unkno	30.4	28.0	31.2	0.98	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	183	1947-12-23 10:30:00	EST	Yes	WKD	USGS	2.72	17.1	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.1	27.0	22.1	0.77	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	184	1948-02-09		Yes	JTJ	USGS	2.68	14.9	Good	0.00	0.80	IceShore	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.9	25.0	19.0	0.78	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	185	1948-02-26 10:20:00	EST	Yes	WKD	USGS	3.14	61.3	Good	0.03	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	61.3	30.0	44.4	1.38	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	186	1948-03-25 05:00:00	EST	Yes	WKD	USGS	2.97	39.2	Good	0.00	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	39.2	26.0	39.7	0.99	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	187	1948-05-14 08:48:00	EDT	Yes	ROR	USGS	3.26	81.9	Good	-0.02	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	81.9	32.0	53.3	1.54	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	188	1948-06-17 04:50:00	EDT	Yes	EWS	USGS	2.94	35.0	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	35.0	29.0	35.5	0.99	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	189	1948-07-16 04:50:00	EDT	Yes	EWS	USGS	2.79	24.6	Excellent	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.6	27.5	26.0	0.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	190	1948-07-16 06:00:00	EDT	Yes	EWS	USGS	2.79	24.4	Excellent	0.00	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.4	28.0	25.6	0.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	191	1948-08-06 12:30:00	EDT	Yes	EWS	USGS	2.79	24.6	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.6	29.0	28.6	0.86	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	192	1948-09-17 02:30:00	EDT	Yes	JFK	USGS	2.64	12.6	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	12.6	23.5	21.5	0.59	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	193	1948-10-12 02:05:00	EST	Yes	ROM	USGS	2.71	17.6	Good	0.00	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.6	24.2	25.4	0.69	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	194	1948-11-01 01:30:00	EST	Yes	OMD	USGS	2.70	17.7	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.7	24.5	24.4	0.72	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	195	1948-12-09 08:30:00	EST	Yes	JFK	USGS	2.96	41.3	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	41.3	29.0	33.9	1.22	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	196	1949-01-10 03:00:00	EST	Yes	DLD	USGS	3.12	59.9	Excellent	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	59.9	27.6	38.0	1.58	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	197	1949-02-17 10:35:00	EST	Yes	JMD	USGS	3.43	112	Good	-0.03	1.10	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	112	32.0	64.6	1.73	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	198	1949-03-11 10:00:00	EST	Yes	LAK	USGS	3.46	107	Good	0.02	1.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	107	36.5	76.1	1.41	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	199	1949-04-11 11:35:00	EST	Yes	JAB	USGS	3.03	48.2	Fair	0.00	1.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	48.2	28.5	38.4	1.38	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	200	1949-05-06 12:45:00	EDT	Yes	JFK	USGS	2.98	43.1	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	43.1	29.0	33.0	1.30	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	201	1949-06-06 02:15:00	EDT	Yes	JAB	USGS	2.83	28.5	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	28.5	29.0	27.7	1.03	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	202	1949-07-15 12:35:00	EDT	Yes	JAB	USGS	2.86	31.6	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.6	29.0	31.0	1.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	203	1949-08-06 11:15:00	EDT	Yes	LAK	USGS	1.68	15.6	Good	0.00	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.6	26.0	25.1	0.62	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	204	1949-09-15 10:50:00	EDT	Yes	JFK	USGS	2.70	17.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.9	15.0	21.0	0.84	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	205	1949-10-21 09:00:00	EST	Yes	WJD	USGS	2.61	10.9	Good	0.00	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	10.9	24.3	23.9	0.46	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	206	1949-11-04 15:35:00	EST	Yes	LAK	USGS	2.72	19.6	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	19.6	29.0	32.5	0.60	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	207	1949-12-12 11:30:00	EST	Yes	JAB	USGS	2.76	22.4	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	22.4	33.0	31.0	0.72	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	208	1950-01-04 15:10:00	EST	Yes	WJD	USGS	2.73	18.6	Fair	0.00	1.10	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	18.6	24.8	27.4	0.68	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	209	1950-02-06 14:15:00	EST	Yes	LAK	USGS	2.90	35.2	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	35.2	27.0	26.5	1.33	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	210	1950-02-24 11:10:00	EST	Yes	JFK	USGS	2.89	32.3	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	32.3	26.0	28.3	1.14	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	211	1950-03-31 12:00:00	EST	Yes	LCD	USGS	2.97	41.6	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	41.6	28.0	33.0	1.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	212	1950-05-05 11:05:00	EDT	Yes	JMD	USGS	2.92	35.0	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	35.0	26.5	30.3	1.16	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	213	1950-06-04 10:20:00	EDT	Yes	LAK	USGS	2.78	23.6	Good	0.01	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	23.6	27.0	3.33	0.71	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	214	1950-07-20 13:15:00	EDT	Yes	JFK	USGS	2.79	24.2	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.2	16.0	22.0	1.10	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	215	1950-08-10 08:50:00	EDT	Yes	JFW	USGS	2.62	10.6	Good	0.00	0.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	10.6	24.5	12.8	0.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	216	1950-09-12 10:55:00	EDT	Yes	JMD	USGS	3.11	59.7	Fair	-0.02	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	59.7	29.0	41.9	1.42	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	217	1950-10-12 13:15:00	EST	Yes	LCD	USGS	2.81	25.5	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	25.5	27.0	26.9	0.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	218	1950-11-06 12:30:00	EST	Yes	LEN	USGS	2.86	31.8	Good	0.00	0.90	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.8	26.0	30.1	1.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	219	1950-12-11 11:20:00	EST	Yes	JFW	USGS	3.10	58.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	58.9	28.0	95.5	1.30	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	220	1951-01-08 10:50:00	EST	Yes	JFK	USGS	2.98	49.4	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	49.4	27.0	39.5	1.25	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	221	1951-01-08 11:50:00	EST	Yes	JFK	USGS	2.97	46.8	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	46.8	27.0	38.8	1.37	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	222	1951-01-19 09:40:00	EST	Yes	JFK	USGS	2.96	39.6	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	39.6	27.5	31.6	1.25	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	223	1951-02-09 11:00:00	EST	Yes	LCD	USGS	3.01	64.0	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	64.0	30.5	47.6	1.34	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	224	1951-03-06 15:25:00	EST	Yes	JMD	USGS	3.02	44.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	44.9	29.0	36.5	1.23	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	225	1951-04-09 09:25:00	EST	Yes	JFW	USGS	2.98	46.7	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	46.7	28.0	37.4	1.25	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	226	1951-05-10 09:15:00	EDT	Yes	LCD	USGS	2.88	31.3	Good	0.00	0.70	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	31.3	27.0	29.7	1.05	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	227	1951-06-01 09:15:00	EDT	Yes	LCD	USGS	2.82	26.2	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	26.2	27.0	22.4	1.17	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	228	1951-07-06 11:05:00	EDT	Yes	JFK	USGS	2.90	32.4	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	32.4	30.0	31.9	1.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	229	1951-08-09 14:50:00	EDT	Yes	JMD	USGS	2.73	18.9	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	18.9	27.5	22.0	0.86	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	230	1951-09-11 08:55:00	EDT	Yes	EHM	USGS	2.61	11.5	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	11.5	27.5	21.4	0.54	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	231	1951-10-09 11:30:00	EST	Yes	JFW	USGS	2.64	13.0	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	13.0	28.0	19.8	0.66	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	232	1951-11-19 13:35:00	EST	Yes	LCD	USGS	2.70	17.3	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.3	22.0	18.7	0.93	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	233	1951-12-10 13:00:00	EST	Yes	JFK	USGS	2.81	26.6	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	26.6	25.0	27.5	0.97	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	234	1952-01-14 13:40:00	EST	Yes	JMD	USGS	3.01	44.2	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	44.2	29.5	37.3	1.18	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	235	1952-03-17 10:40:00	EST	Yes	EHM	USGS	2.98	43.6	Good	0.00	0.60	DebrisModerate	NONE	1	Imported Channel 1	WADE	unspe	unkno	43.6	29.0	34.7	1.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	236	1952-04-07 11:05:00	EST	Yes	JFK	USGS	3.06	49.2	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	49.2	28.0	42.3	1.16	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	237	1952-04-27 18:58:00	EDT	Yes	ROR	USGS	8.90	1090	Good	-0.11	0.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	1090	160	96.0	1.29	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	238	1952-06-05 11:50:00	EDT	Yes	JFK	USGS	3.12	56.9	Good	-0.01	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	56.9	30.0	39.6	1.44	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	239	1952-08-08 09:35:00	EDT	Yes	LCD	USGS	2.84	28.4	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	28.4	28.0	23.5	1.21	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	239C	1952-09-01		Yes	LCD	USGS	13.30	5300	Fair			Unspecifed	NONE	1	Imported Channel 1	WADE	unspe	unkno	5300			0.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	240	1952-09-01 16:02:00	EDT	Yes	ROR	USGS	9.79	1760	Good	-0.73	1.50	Unspecifed	NONE	1	Imported Channel 1	CRAN	unspe	unkno	1760	71.5	445	4.27	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	241	1952-09-03 13:35:00	EDT	Yes	EHM	USGS	3.13	66.4	Good	-0.02	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	66.4	31.5	47.1	1.58	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	242	1952-11-12 14:30:00	EST	Yes	JMD	USGS	2.74	19.9	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	19.9	29.0	25.6	0.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	243	1953-01-09 11:00:00	EST	Yes	JFK	USGS	6.62	701	Fair	0.02	0.60	Unspecifed	NONE	1	Imported Channel 1	WADE	unspe	unkno	701	32.0	184	3.81	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	244	1953-03-09 13:05:00	EST	Yes	JMD	USGS	3.03	50.3	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	50.3	30.0	37.4	1.34	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	245	1953-04-10 12:10:00	EST	Yes	DGB	USGS	3.56	140	Fair	-0.05	1.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	140	30.5	12.9	1.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	246	1953-06-05 08:45:00	EDT	Yes	EHM	USGS	3.00	46.9	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	46.9	30.0	35.2	1.33	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	247	1953-08-07 11:45:00	EDT	Yes	RLP	USGS	2.72	19.3	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	19.3	26.0	18.2	1.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	248	1953-09-01 09:50:00	EDT	Yes	DGB	USGS	2.64	14.6	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.6	25.5	19.0	0.77	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	249	1953-10-10 11:25:00	EST	Yes	RWM	USGS	2.69	15.0	Good	0.00	0.80	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	15.0	23.5	31.8	0.47	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	250	1953-11-30 04:45:00	EST	Yes	RLP	USGS	2.78	23.2	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	23.2	28.0	25.4	0.91	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	251	1954-02-01 11:45:00	EST	Yes	RWM	USGS	2.91	40.2	Good	0.03	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	40.2	33.5	34.3	1.17	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	252	1954-02-27 09:55:00	EST	Yes	RWM	USGS	2.82	28.0	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	28.0	33.0	24.5	1.14	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	253	1954-04-17 15:05:00	EST	Yes	RWM	USGS	3.43	111	Good	-0.07	1.00	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	111	34.5	72.6	1.53	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	254	1954-05-06 08:45:00	EDT	Yes	JMD	USGS	2.86	29.5	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	29.5	27.5	26.1	1.13	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	255	1954-08-01 10:10:00	EDT	Yes	EHM	USGS	2.66	14.0	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.0	26.0	18.3	0.76	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	256	1954-08-05 12:00:00	EDT	Yes	JMD	USGS	2.55	8.66	Fair	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	8.66	25.0	17.6	0.49	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	257	1954-10-11 09:40:00	EST	Yes	LCD	USGS	2.47	5.36	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	5.36	16.0	12.0	0.45	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	258	1954-10-12 13:20:00	EST	Yes	LCD	USGS	2.45	4.71	Good	0.00	0.60	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	4.71	16.0	11.8	0.40	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	259	1954-12-11 10:20:00	EST	Yes	DGB	USGS	2.66	14.2	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	14.2	26.0	20.2	0.70	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	260	1955-01-03 14:40:00	EST	Yes	LCD	USGS	2.69	16.7	Good	0.00	0.50	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	16.7	25.5	23.2	0.72	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	261	1955-03-03 09:20:00	EST	Yes	JMD	USGS	2.80	24.7	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	24.7	27.0	22.9	1.09	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	262	1955-05-05 14:05:00	EDT	Yes	JMD	USGS	2.70	17.3	Good	-0.01	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.3	26.5	19.0	0.91	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	263	1955-06-27 13:35:00	EDT	Yes	DGB	USGS	2.70	16.8	Good	0.00	0.40	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	16.8	15.5	14.0	1.20	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	01593500	264	1955-09-07 08:30:00	EDT	Yes	DGB	USGS	2.71	17.8	Good	0.00	0.30	Clear	NONE	1	Imported Channel 1	WADE	unspe	unkno	17.8	26.5	19.9	0.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
